Type,Comment,Predicted Label
multi_line,Creates a new Instance  @param observableValues the items to store,RELEVANT
multi_line,Sets this key to the PinInfo instances of this list  @param key the key to set @return this for chained calls,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Interface to implement a AttributeListener,RELEVANT
multi_line,Is called if an attribute changes,RELEVANT
single_line,"Generic code generation can cause problems, if",,RELEVANT
single_line,two keys are equal and don't use the same default value!,,RELEVANT
single_line,needs to have the same default value as ADDR_BITS!!!  see de.neemann.digital.gui.components.EditorFactory#DataFieldEditor,,RELEVANT
single_line,needs to have the same default value as INPUT_COUNT!!!  see de.neemann.digital.gui.components.EditorFactory#DataFieldEditor,,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Collection of key constants,RELEVANT
multi_line,"Returns the key of the given name. If key does not exist, null is returned.  @param name the name of the key @return the key or null",RELEVANT
multi_line,@return all available keys,RELEVANT
multi_line,number of bits in simple gates like And and Or,RELEVANT
multi_line,input bits of sign extender,RELEVANT
multi_line,output bits of sign extender,RELEVANT
multi_line,number of inputs in simple gates like And and Or,RELEVANT
multi_line,number of inputs in the LUT,RELEVANT
multi_line,The counter max value,RELEVANT
multi_line,the delay time used by the delay component,RELEVANT
multi_line,the timer delay time,RELEVANT
multi_line,The elements label,RELEVANT
multi_line,The font size,RELEVANT
multi_line,text orientation,RELEVANT
multi_line,The size of a LED,RELEVANT
multi_line,The size of a seven seg display,RELEVANT
multi_line,The value of constants,RELEVANT
multi_line,The default value of elements,RELEVANT
multi_line,The default value of inputs,RELEVANT
multi_line,The default value of the dip switch,RELEVANT
multi_line,Color of LEDs,RELEVANT
multi_line,The input splitting of a splitter,RELEVANT
multi_line,The output splitting of a splitter,RELEVANT
multi_line,The splitter spreading,RELEVANT
multi_line,flag to select small inputs and outputs,RELEVANT
multi_line,flag to enable realtime mode at a clock,RELEVANT
multi_line,inverts the output of a gate,RELEVANT
multi_line,The real time frequency of the clock,RELEVANT
multi_line,the bit count of a muxer or decoder,RELEVANT
multi_line,number of address bits of memory,RELEVANT
multi_line,indicates a diode as blown fuse or as programmed,RELEVANT
multi_line,indicates a switch as closed or not,RELEVANT
multi_line,signed flag for comparator element,RELEVANT
multi_line,Selects if the reminder of the division is always positive,RELEVANT
multi_line,the data key for memory,RELEVANT
multi_line,"flag for flipping selector pos in muxers, decoders and drivers",RELEVANT
multi_line,the rotation of the elements,RELEVANT
multi_line,the width of an element if it is included as nested element,RELEVANT
multi_line,defines the shape type of the custom circuit,RELEVANT
multi_line,Defines the distance to the previous pin. Used by the layout shape type,RELEVANT
multi_line,the width of an element if it is included as nested element,RELEVANT
multi_line,width of the terminal,RELEVANT
multi_line,height of the terminal,RELEVANT
multi_line,break timeout cycles,RELEVANT
multi_line,break enabled,RELEVANT
multi_line,flag to make a value a probe,RELEVANT
multi_line,flag to set a ROM as program memory,RELEVANT
multi_line,flag to set a ROM as program memory,RELEVANT
multi_line,flag to enable the ROMs auto load function,RELEVANT
multi_line,The last used ROM data file,RELEVANT
multi_line,flag to show the data table window,RELEVANT
multi_line,flag to show the data graph window,RELEVANT
multi_line,flag to show the data graph window in single gate mode,RELEVANT
multi_line,Used to add the value to the measurement graph,RELEVANT
multi_line,flag to enable the single gate mode in the embedded data view,RELEVANT
multi_line,the max number of samples in the embedded data view,RELEVANT
multi_line,the max number of samples in the default data view,RELEVANT
multi_line,flag to enable high z mode at an input,RELEVANT
multi_line,flag to avoid active low at an input,RELEVANT
multi_line,the description of an element,RELEVANT
multi_line,A net name,RELEVANT
multi_line,shape setting,RELEVANT
multi_line,The GUI Language,RELEVANT
multi_line,Default state of the tree view,RELEVANT
multi_line,The GUI expression string representation,RELEVANT
multi_line,enables the grid,RELEVANT
multi_line,enables the wire bits view,RELEVANT
multi_line,enables the MAC mouse mode,RELEVANT
multi_line,enables tunnel rename dialog,RELEVANT
multi_line,enables remote port,RELEVANT
multi_line,remote port,RELEVANT
multi_line,Counter used to detect oscillations,RELEVANT
multi_line,output format for numbers,RELEVANT
multi_line,output format for numbers,RELEVANT
multi_line,fixed point fractional binary digits,RELEVANT
multi_line,width of the terminal,RELEVANT
multi_line,height of the terminal,RELEVANT
multi_line,flag used by a relay to indicate if it is normally open or normally closed.,RELEVANT
multi_line,Number of poles in the double throw relay,RELEVANT
multi_line,flag used by a barrel shifter to select the shift mode,RELEVANT
multi_line,flag used by a barrel shifter to indicate shift direction,RELEVANT
multi_line,flag used by a barrel shifter to indicate if shift value is signed,RELEVANT
multi_line,Used to indicate if the 7-seg display has a common cathode output,RELEVANT
multi_line,Used to define the common connection type,RELEVANT
multi_line,Used to enable the storage of the last state in the Seven Seg display.,RELEVANT
multi_line,Used to enable the storage of the last state in the Seven Seg display.,RELEVANT
multi_line,Fitter for the atf15xx,RELEVANT
multi_line,Flash software for the atf15xx,RELEVANT
multi_line,row bits in led matrix,RELEVANT
multi_line,column address bits in led matrix,RELEVANT
multi_line,In locked mode the circuit can not be modified,RELEVANT
multi_line,the pin number,RELEVANT
multi_line,the pin count,RELEVANT
multi_line,contains the input inverter config,RELEVANT
multi_line,Background Color of nested circuits,RELEVANT
multi_line,the screen resolution,RELEVANT
multi_line,Uses the equals key instead of the plus key.,RELEVANT
multi_line,true if a enable input is needed,RELEVANT
multi_line,true to simulate a unidirectional FET,RELEVANT
multi_line,true if component is active low,RELEVANT
multi_line,true if button is mapped to the keyboard,RELEVANT
multi_line,Fitter for the atf1502,RELEVANT
multi_line,A jar containing custom java components,RELEVANT
multi_line,The manager which contains all the roms data,RELEVANT
multi_line,The type of the external process,RELEVANT
multi_line,The inputs used by the external process,RELEVANT
multi_line,The outputs used by the external process,RELEVANT
multi_line,The code to be executed by the external process,RELEVANT
multi_line,The code to be executed by the external process,RELEVANT
multi_line,Path to ghdl,RELEVANT
multi_line,The ghdl options,RELEVANT
multi_line,The iverilog options,RELEVANT
multi_line,Path to iverilog installation directory,RELEVANT
multi_line,Shape used to represent a visual element,RELEVANT
multi_line,True if a program is loaded to the simulator at startup,RELEVANT
multi_line,Uses big endian at file import,RELEVANT
multi_line,The file to preload as a program at startup,RELEVANT
multi_line,Uses big endian at file import,RELEVANT
multi_line,Selects a wide shape,RELEVANT
multi_line,the width of the rectangle,RELEVANT
multi_line,the height of the rectangle,RELEVANT
multi_line,the position of the text in the rectangle,RELEVANT
multi_line,the position of the text in the rectangle,RELEVANT
multi_line,the position of the text in the rectangle,RELEVANT
multi_line,Selects the midi channel,RELEVANT
multi_line,Selects the midi channel,RELEVANT
multi_line,Enables Program change,RELEVANT
multi_line,Stores the IDE settings file,RELEVANT
multi_line,Used to input statements to generify a circuit.,RELEVANT
multi_line,Used to input statements to generify a circuit.,RELEVANT
multi_line,Circuit is generic,RELEVANT
multi_line,Enables the tutorial,RELEVANT
multi_line,Enables the wire tool tips,RELEVANT
multi_line,The switch acts as input,RELEVANT
multi_line,Snaps the element to the grid,RELEVANT
multi_line,Mirrors the component,RELEVANT
multi_line,The test data,RELEVANT
multi_line,The scope trigger mode,RELEVANT
multi_line,Selects the telnet port,RELEVANT
multi_line,Telnet escape,RELEVANT
multi_line,Skips HDL output for this circuit,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A concrete element used for the simulation,RELEVANT
multi_line,Sets the inputs for this element. This list contains the outputs of other elements which are connected to the inputs of this element.  @param inputs the list of <code>ObservableValue</code>s to use @throws NodeException NodeException,RELEVANT
multi_line,"When the connections between the elements are build, all outputs are collected by calling this method. After the interconnection they are set to the inputs by calling <code>setInputs()</code>  @return the list of outputs which are set by this element @throws PinException PinException",RELEVANT
multi_line,The element has to register its nodes to the model. This method also is used to register special items at the model.  @param model the model to register to,RELEVANT
multi_line,Is called after registerNodes is called on all Elements.  @param model the model this element belongs to @throws NodeException NodeException,RELEVANT
multi_line,Needs to be implemented if a circuit is to be modified by the running model. The EEPROM is a example which does that.  @param visualElement   the visualElement in the circuit @param circuitModifier interface to modify the circuit,RELEVANT
single_line,"the value, high z bits are always set to zero",,RELEVANT
single_line,the high z state of each bit,,RELEVANT
single_line,used to create random bits if high-z values are read,,RELEVANT
single_line,high Z bits are set to zero,,RELEVANT
single_line,output pins are never clock pins,,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Represents all signal values in the simulator. There are some setters to set the value. Each bit of a value can be set to high z state. Observers can observe this value to be notified if the value changes.,RELEVANT
multi_line,Creates a new instance.  @param name the name of this value @param bits the number of bits,RELEVANT
multi_line,Makes this value a constant value  @return this for chained calls,RELEVANT
multi_line,@return true if this value is a constant,RELEVANT
multi_line,Sets the value and fires an event if the value has changed. Also sets all bits to low Z.  @param value the new value @return this for chained calls,RELEVANT
multi_line,Sets all bits to highZ state.  @return this for chained calls,RELEVANT
multi_line,Sets the value and highZ state and fires an event if value has changed.  @param value the value @param highZ highZ state @return this for chained calls,RELEVANT
multi_line,Adds an observer to this value.  @param observer the observer to add @return this for chained calls,RELEVANT
multi_line,@return the number of bits of this value,RELEVANT
multi_line,Returns the current value. The high-z bits are set to a random value.  @return the value,RELEVANT
multi_line,Returns the current value The high-z bits are set to zero  @return the value,RELEVANT
multi_line,returns the actual high z bit mask  @return the high z bit mask,RELEVANT
multi_line,returns the actual value as a string  @return the value as string,RELEVANT
multi_line,returns the actual value as a signed long  @return the signed value,RELEVANT
multi_line,Returns the value as a bool.  @return the boolean,RELEVANT
multi_line,Sets a bool value.  @param bool the boolean to set,RELEVANT
multi_line,reduces a given value to the number of bits used by this value.  @param value the value to reduce @return the reduced value,RELEVANT
multi_line,checks if the given number of bits is the same used by this value. It is a convenience method to make this check simpler to code.  @param bits the number of bits @param node the node to add to the exception if one is thrown @return this for chained calls @throws BitsException thrown if bit numbers do not match,RELEVANT
multi_line,checks if the given number of bits is the same used by this value. It is a convenience method to make this check simpler to code.  @param bits  the number of bits @param node  the node to add to the exception if one is thrown @param input the affected nodes input @return this for chained calls @throws BitsException thrown if bit numbers do not match,RELEVANT
multi_line,@return true if one of the bits is in high z state,RELEVANT
multi_line,@return the name of this value,RELEVANT
multi_line,Makes this value a bidirectional value.  @return this for chained calls,RELEVANT
multi_line,Sets the description of this value.  @param description the description @return this for call chaining,RELEVANT
multi_line,Returns a list containing only this {@link ObservableValue}  @return the list,RELEVANT
multi_line,sets this description to the appropriate language entry which is determined by the given descriptions language key.  @param description the {@link ElementTypeDescription} @return this for chained calls,RELEVANT
multi_line,Flags this output value as a switch output  @param switchPin true is switch pin @return this for chained calls,RELEVANT
multi_line,Sets the pin number  @param pinNumber the pin number @return this for chained calls,RELEVANT
multi_line,@return a copy of this value,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A simple storage bean for signals,RELEVANT
multi_line,Creates a new Instance  @param name  the name of the Signal @param value the signals value,RELEVANT
multi_line,"Creates a new Instance  @param name   the name of the Signal @param value  the signals value @param setter used to set this signal value, maybe null",RELEVANT
multi_line,If set to true the value is shown in the graph.  @param showInGraph if true the value is shown in the graph @return this for chained calls,RELEVANT
multi_line,@return true if the value is visible in the data graph,RELEVANT
multi_line,Makes this signal to a test output signal  @return this for chained calls,RELEVANT
multi_line,@return true if this signal is a test output,RELEVANT
multi_line,@return the name,RELEVANT
multi_line,Sets the pin number  @param pinNumber the pin number @return this for chained calls,RELEVANT
multi_line,Sets the integer format to create a string  @param format the format @return this for chained calls,RELEVANT
multi_line,"Gets the number of this pin.  @return the pin number, or null if no pin is given",RELEVANT
multi_line,@return the value,RELEVANT
multi_line,@return the value in the specified format,RELEVANT
multi_line,Returns true if this signal is a valid signal. Valid means there is a name and the value is non null  @return true if signal is valid,RELEVANT
multi_line,@return true if a pin number is missing,RELEVANT
multi_line,@return the setter for this value,RELEVANT
multi_line,If a signal is bidirectional the input is set.  @param bidirectionalReader the corresponding input value @return this for chained calls,RELEVANT
multi_line,"@return the bidirectional reader, maybe null",RELEVANT
multi_line,@return the format to be used to visualize the signal values,RELEVANT
multi_line,Setter interface to set a value,RELEVANT
multi_line,Used to set a value. Has to modify the inner state and also has to update the outputs.  @param value the value to set @param highZ the high z bit mask,RELEVANT
single_line,difficult to read in a table,,RELEVANT
single_line,column becomes to wide,,RELEVANT
single_line,does not represent all values,,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The available number formats,RELEVANT
multi_line,the default format,RELEVANT
multi_line,decimal,RELEVANT
multi_line,decimal signed,RELEVANT
multi_line,hex,RELEVANT
multi_line,binary,RELEVANT
multi_line,octal,RELEVANT
multi_line,ascii,RELEVANT
multi_line,fixed point,RELEVANT
multi_line,fixed point signed,RELEVANT
multi_line,floating point,RELEVANT
multi_line,The default formatter,RELEVANT
multi_line,The hexadecimal formatter,RELEVANT
multi_line,Creates a formatter which is able to format Values  @param attributes the elements attributes @return the created {@link ValueFormatter},RELEVANT
multi_line,@return true if this type depends on elements attributes,RELEVANT
multi_line,The default value formatter,RELEVANT
multi_line,Base class of all formatters where the string to edit and the string to display are the same.,RELEVANT
multi_line,the hexadecimal formatter,RELEVANT
multi_line,"Creates a short hex representation of the given value. Use only to represent a value. If confusion is excluded, the prefix '0x' is omitted. Thus 0x1A3 is converted to `1A3` which can not be parsed back to a long because `0x` is missing.  @param value the value @return the hex string",RELEVANT
multi_line,the octal formatter,RELEVANT
multi_line,the binary formatter,RELEVANT
multi_line,The ascii formatter,RELEVANT
multi_line,The decimal value formatter,RELEVANT
multi_line,Fixed point formatter,RELEVANT
multi_line,Creates a new generic instance  @param attr   the defining elements attributes @param signed signed,RELEVANT
multi_line,Floating point formatter,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Classes to create the circuit statistics from the model.,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Creates the circuit statistics.,RELEVANT
multi_line,Creates a new statistics.  @param model the model to count. @throws PinException PinException,RELEVANT
multi_line,Creates the table model needed to represent the results  @return the table model,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Used by the {@link Statistics} class. Makes a node countable.,RELEVANT
multi_line,@return the number of data  bits used,RELEVANT
multi_line,@return the number of inputs,RELEVANT
multi_line,@return the number of address bits,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Base class of all flip-flops storing a single bit,RELEVANT
multi_line,Creates a new instance  @param attributes  the attributes @param description the description of this flip flop,RELEVANT
multi_line,Creates a new instance  @param label the label @param q     the output @param qn    the inverted output,RELEVANT
multi_line,@return the label,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The Flipflops,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The JK flip-flop,RELEVANT
multi_line,The JK-FF description,RELEVANT
multi_line,Creates a new instance  @param attributes the attributes,RELEVANT
multi_line,Creates a new instance  @param label the label @param q     the output @param qn    the inverted output,RELEVANT
multi_line,@return the j value,RELEVANT
multi_line,@return the k value,RELEVANT
multi_line,@return the clock value,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A Monoflop,RELEVANT
multi_line,The Monoflop's description,RELEVANT
multi_line,Creates a new instance  @param attr the elements attributes,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The T flip-flop,RELEVANT
multi_line,The T-FF description,RELEVANT
multi_line,Creates a new instance  @param attributes the attributes,RELEVANT
multi_line,@return the clock value,RELEVANT
multi_line,@return enable value or null if not available,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The RS flip-flop,RELEVANT
multi_line,The RS-FF description,RELEVANT
multi_line,Creates a new instance  @param attributes the attributes,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The D Flipflop,RELEVANT
multi_line,The D-FF description,RELEVANT
multi_line,Creates a new instance  @param attributes the attributes,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The JK Flipflop,RELEVANT
multi_line,The JK-FF description,RELEVANT
multi_line,Creates a new instance  @param attributes the attributes,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The RS flip-flop,RELEVANT
multi_line,The RS-FF description,RELEVANT
multi_line,Creates a new instance  @param attributes the attributes,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The D Flipflop,RELEVANT
multi_line,The D-FF description,RELEVANT
multi_line,Creates a new instance  @param attributes the attributes,RELEVANT
multi_line,Creates a new D-FF with the given outputs!  @param label the label @param q     output @param qn    inverted output @param def   the default value,RELEVANT
multi_line,@return the D input,RELEVANT
multi_line,@return the label,RELEVANT
multi_line,@return the clock value,RELEVANT
multi_line,@return the default value,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Instance used by the model to share signal values. Used by the FSM dialog to indicate the current state. Up to now only probe values are shared.,RELEVANT
multi_line,@return returns the global instance,RELEVANT
multi_line,Registers a value  @param name  the name of the value @param value the value itself @param model the model the value belongs to,RELEVANT
multi_line,Adds a listener for global values  @param listener the listener to add,RELEVANT
multi_line,Removes a listener for global values  @param listener the listener to remove,RELEVANT
multi_line,A listener for global values,RELEVANT
multi_line,Called if a value is created  @param name  the name of the value @param value the value itself @param model the model the value belongs to,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A simple observable,RELEVANT
multi_line,Creates a new instance,RELEVANT
multi_line,Adds an observer to this observable.  @param observer the observer to add @return observer the observer to add,RELEVANT
multi_line,@return the numbers of observers,RELEVANT
multi_line,Removes an observer from this observable.  @param observer the observer to use,RELEVANT
multi_line,Removes all observers from the given class  @param observerClass the class of observers to remove,RELEVANT
multi_line,Fires a has changed event to all observers,RELEVANT
multi_line,Returns true if the given observer observes this observable  @param observer the observer @return true if the given observer observes this observable,RELEVANT
multi_line,@return tje list of observers,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Interface to access program memory addresses,RELEVANT
multi_line,@return true is this is program memory,RELEVANT
multi_line,Called to initialize the memory  @param dataField the data to put preload the memory with,RELEVANT
multi_line,@return the data bits,RELEVANT
multi_line,@return the name of the memory,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Interface to get access to the rams data.,RELEVANT
multi_line,@return the {@link DataField} containing the RAMs data,RELEVANT
multi_line,@return the rams size,RELEVANT
multi_line,@return the addr bits,RELEVANT
multi_line,@return the integer format to be used to visualize the values,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,This package contains all elements dealing with memory.,RELEVANT
single_line,old type,,RELEVANT
single_line,new type,,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Optimized converter for data fields,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A ROM module.,RELEVANT
multi_line,The ROMs {@link ElementTypeDescription},RELEVANT
multi_line,Creates a new instance  @param attr the elements attributes,RELEVANT
multi_line,@return true if this is program memory,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A simple counter.,RELEVANT
multi_line,The counters {@link ElementTypeDescription},RELEVANT
multi_line,Creates a new instance  @param attributes the elements attributes,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,RAM module with different ports to read and write the data.,RELEVANT
multi_line,The RAMs {@link ElementTypeDescription},RELEVANT
multi_line,Creates a new instance  @param attr the elements attributes,RELEVANT
multi_line,called to create the output value  @return the output value,RELEVANT
multi_line,creates the data field to use  @param attr the elements attributes @param size the size of the memory @return the memory to use,RELEVANT
multi_line,Sets the addrIn input value  @param addrIn addrIn @throws BitsException BitsException,RELEVANT
multi_line,Sets the dataIn input value  @param dataIn dataIn @throws BitsException BitsException,RELEVANT
multi_line,Sets the strIn input value  @param strIn strIn @throws BitsException BitsException,RELEVANT
multi_line,Sets the clkIn input value  @param clkIn clkIn @throws BitsException BitsException,RELEVANT
multi_line,Sets the ldIn input value  @param ldIn ldIn @throws BitsException BitsException,RELEVANT
multi_line,Sets the used memory field  @param data the memory to use,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Classes to store the rom's contents,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The Manager to manage all necessary rom images,RELEVANT
multi_line,Applies the available roms to the model  @param model  the mode to use @param origin the file origin @throws NodeException NodeException,RELEVANT
multi_line,@return true if no ROM's are stored,RELEVANT
multi_line,Returns the rom content of the given name  @param label    the roms label @param dataBits the data bit needed @param origin   the file origin @return the stored data @throws IOException IOException,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Interface implemented by al ROM or EEPROM components,RELEVANT
multi_line,Sets the data for this ROM element  @param data data to use,RELEVANT
multi_line,@return the ROM's label,RELEVANT
multi_line,@return number of data bits,RELEVANT
multi_line,@return number of address bits,RELEVANT
multi_line,@return the integer format to be used to visualize the values,RELEVANT
multi_line,Copyright (c) 2022 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,New rom manager which is able to deal with data stored in a file,RELEVANT
multi_line,Constructor to convert the old rom manager.  @param rm the old rom manager,RELEVANT
multi_line,Creates a new instance.,RELEVANT
multi_line,Returns the rom container  @param label the label @return the rom container,RELEVANT
multi_line,Adds a container to this manager. Is called by the editor.  @param label        the label @param romContainer the data container,RELEVANT
multi_line,Interface to access the rom data,RELEVANT
multi_line,returns the data filed to init the rom  @param dataBits the data bit used @param origin   the file origin @return the data field @throws IOException IOException,RELEVANT
multi_line,The data based container,RELEVANT
multi_line,Creates a new data based container  @param dataField the data to store,RELEVANT
multi_line,The file based container,RELEVANT
multi_line,Creates a new file based container  @param romData   the file @param bigEndian the big endian load mode,RELEVANT
multi_line,@return the file which holds the data,RELEVANT
multi_line,@return big endian load mode,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The Manager to manage all necessary rom images,RELEVANT
multi_line,Creates a new instance,RELEVANT
multi_line,@return a list of stored roms,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,RAM module with different ports to read and write the data and an additional read port. Used to implement graphic card memory.,RELEVANT
multi_line,The RAMs {@link ElementTypeDescription},RELEVANT
multi_line,Creates a new instance  @param attr the elemets attributes,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A synchronized read memory which can be synthesised by using block ram.,RELEVANT
multi_line,The RAMs {@link ElementTypeDescription},RELEVANT
multi_line,Creates a new instance  @param attr the elements attributes,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,RAM module with a single port to read and write data and a select input. This allows to build a bigger RAM with smaller RAMS and an additional address decoder.,RELEVANT
multi_line,The RAMs {@link ElementTypeDescription},RELEVANT
multi_line,Creates a new instance  @param attr the elements attributes,RELEVANT
multi_line,Sets the rams data  @param data the data to set,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A register file with two output a one input port.,RELEVANT
multi_line,The RAMs {@link ElementTypeDescription},RELEVANT
multi_line,Creates a new instance  @param attr the elements attributes,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A EEPROM module.,RELEVANT
multi_line,The EEPROMs {@link ElementTypeDescription},RELEVANT
multi_line,Creates a new instance  @param attr the elements attributes,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A look up table which can be used as a generic customizable gate.,RELEVANT
multi_line,The LUTs {@link ElementTypeDescription},RELEVANT
multi_line,Creates a new instance  @param attr the elements attributes,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A EEPROM module.,RELEVANT
multi_line,The EEPROMs {@link ElementTypeDescription},RELEVANT
multi_line,Creates a new instance  @param attr the elements attributes,RELEVANT
multi_line,Sets the rams data  @param data the data to set,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A simple byte array used to read the byte oriented file formats,RELEVANT
multi_line,Set a byte  @param index the index @param aByte the value to set,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Helpers to load data to memory components,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Maps a dataField to a value array,RELEVANT
multi_line,Creates a new instance  @param dataField the data field to used @param bits      the number of bits used in the data field,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Reader to read the original Logisim hex file format,RELEVANT
multi_line,Creates a new instance  @param file the file to read @throws FileNotFoundException FileNotFoundException,RELEVANT
